name,amenity_type,LatLng,lat,lon
FRONTIER PRIMARY SCHOOL,education,"1.33641298743234,103.69970173931",1.33641298743234,103.69970173931
FUCHUN PRIMARY SCHOOL,education,"1.43047990810126,103.778192944298",1.43047990810126,103.778192944298
FUHUA PRIMARY SCHOOL,education,"1.33659726465816,103.736089481883",1.33659726465816,103.736089481883
FUHUA SECONDARY SCHOOL,education,"1.34701408913756,103.72652089832",1.34701408913756,103.72652089832
GAN ENG SENG PRIMARY SCHOOL,education,"1.28559516494962,103.815547410064",1.28559516494962,103.815547410064
GAN ENG SENG SCHOOL,education,"1.28907114485773,103.823733673089",1.28907114485773,103.823733673089
GEYLANG METHODIST SCHOOL (PRIMARY),education,"1.31814416827374,103.883628501601",1.31814416827374,103.883628501601
GEYLANG METHODIST SCHOOL (SECONDARY),education,"1.31764900474601,103.882661129303",1.31764900474601,103.882661129303
GONGSHANG PRIMARY SCHOOL,education,"1.35711606790292,103.949144797277",1.35711606790292,103.949144797277
GREENDALE PRIMARY SCHOOL,education,"1.39648195114256,103.91233462071",1.39648195114256,103.91233462071
GREENDALE SECONDARY SCHOOL,education,"1.39696019936894,103.91170014084",1.39696019936894,103.91170014084
GREENRIDGE PRIMARY SCHOOL,education,"1.3858892193692,103.767794469258",1.3858892193692,103.767794469258
GREENRIDGE SECONDARY SCHOOL,education,"1.38186433722811,103.773828466913",1.38186433722811,103.773828466913
GREENWOOD PRIMARY SCHOOL,education,"1.43989958331782,103.804725587384",1.43989958331782,103.804725587384
GUANGYANG SECONDARY SCHOOL,education,"1.34440856042912,103.850208933626",1.34440856042912,103.850208933626
HAI SING CATHOLIC SCHOOL,education,"1.3743371707478,103.954544548905",1.3743371707478,103.954544548905
HAIG GIRLS' SCHOOL,education,"1.31194344271383,103.902902557195",1.31194344271383,103.902902557195
HENRY PARK PRIMARY SCHOOL,education,"1.31667646178347,103.784296227747",1.31667646178347,103.784296227747
HILLGROVE SECONDARY SCHOOL,education,"1.35273576615912,103.752986488399",1.35273576615912,103.752986488399
HOLY INNOCENTS' HIGH SCHOOL,education,"1.37154508822261,103.896398814264",1.37154508822261,103.896398814264
HOLY INNOCENTS' PRIMARY SCHOOL,education,"1.36693830877349,103.894114899795",1.36693830877349,103.894114899795
HONG WEN SCHOOL,education,"1.32175999964553,103.857628468881",1.32175999964553,103.857628468881
HORIZON PRIMARY SCHOOL,education,"1.399550034492,103.913404855665",1.399550034492,103.913404855665
HOUGANG PRIMARY SCHOOL,education,"1.37571530699875,103.879472337592",1.37571530699875,103.879472337592
HOUGANG SECONDARY SCHOOL,education,"1.37764019332164,103.882533963338",1.37764019332164,103.882533963338
HUA YI SECONDARY SCHOOL,education,"1.35234365488339,103.721832320169",1.35234365488339,103.721832320169
HUAMIN PRIMARY SCHOOL,education,"1.42697284512936,103.844240226564",1.42697284512936,103.844240226564
HWA CHONG INSTITUTION,education,"1.3263580622144,103.803290365022",1.3263580622144,103.803290365022
INNOVA PRIMARY SCHOOL,education,"1.42896700684852,103.790607539185",1.42896700684852,103.790607539185
JIEMIN PRIMARY SCHOOL,education,"1.42768847665227,103.830425490093",1.42768847665227,103.830425490093
JING SHAN PRIMARY SCHOOL,education,"1.36442474404862,103.850864037677",1.36442474404862,103.850864037677
JUNYUAN PRIMARY SCHOOL,education,"1.34787074766746,103.939221709073",1.34787074766746,103.939221709073
JUNYUAN SECONDARY SCHOOL,education,"1.35361315263537,103.933886165824",1.35361315263537,103.933886165824
